kc_pos,kc_vel,d_safe,k_rep,u_max,final_mean_err,decay_ratio,min_pair_dist,improve_final_pct,improve_decay_pct,safe_flag,score
0.04,0.1,0.25,1.8,1.2,1.12956556741622,0.662415134169246,0.130462738692344,5.27225661667145,5.27225661667146,0,1.82493818049278
0.08,0.2,0.35,0.8,1,1.09709970188001,0.643376061719223,0.126463384803464,7.99491235968116,7.99491235968116,0,1.83246585384537
0.08,0.2,0.35,0.8,1.2,1.09709970188001,0.643376061719223,0.126463384803464,7.99491235968116,7.99491235968116,0,1.83246585384537
0.08,0.3,0.35,0.8,1,1.0988903623196,0.644426165059445,0.125345259789526,7.8447438103721,7.8447438103721,0,1.84543776442434
0.08,0.3,0.35,0.8,1.2,1.0988903623196,0.644426165059445,0.125345259789526,7.8447438103721,7.8447438103721,0,1.84543776442434
0.04,0.1,0.25,1.2,1,1.12953842639098,0.662399217761741,0.127685854984355,5.27453272011174,5.27453272011174,0,1.85267987654744
0.04,0.1,0.25,1.2,1.2,1.12953842639098,0.662399217761741,0.127685854984355,5.27453272011174,5.27453272011174,0,1.85267987654744
0.08,0.3,0.25,2.4,1,1.09786215166746,0.643823187847017,0.12441014237391,7.93097171746324,7.93097171746325,0,1.85376072792835
0.08,0.3,0.25,2.4,1.2,1.09786215166746,0.643823187847017,0.12441014237391,7.93097171746324,7.93097171746325,0,1.85376072792835
0.04,0.1,0.25,0.8,1,1.12952018997182,0.662388523313896,0.125817905628804,5.27606206456485,5.27606206456486,0,1.87134113368377
0.04,0.1,0.25,0.8,1.2,1.12952018997182,0.662388523313896,0.125817905628804,5.27606206456485,5.27606206456486,0,1.87134113368377
0.08,0.2,0.25,2.4,1,1.0961245981285,0.642804228174526,0.121511138546094,8.07668661042788,8.07668661042789,0,1.88101321266757
0.08,0.2,0.25,2.4,1.2,1.0961245981285,0.642804228174526,0.121511138546094,8.07668661042788,8.07668661042789,0,1.88101321266757
